vote20jb,apppres5,taxecon,billtax,trade2,trade4,richpoor2,immignum,refugees,dreamer,wall5,pathway,famsep,freecol,diversity5,gw1,gw2,prek,science,rr2,age,gender,educ,marstat,race,employ,faminc_new,ideology,party_id,vote16post,religpew,region,pk_cjus_correct,pk_germ_correct,pk_sen,pk_spend,compl_data$weight,ability
2,0,5,5,4,3,4,4,4,2,0,2,5,3,0,1,1,7,4,5,44,1,four_yr_college,married,white,full_time,11,moderate,democrat,clinton,no_rel,west,1,1,1,1,1.03413132599488,0.9023112506587095
1,1,1,7,3,1,3,7,7,2,1,2,3,7,0,3,2,7,2,4,62,0,high_school,never_married,white,part_time,7,conservative,republican,trump,christian,northeast,1,0,0,0,0.87142212322185,-0.1442940187936165
2,1,7,1,3,1,1,6,3,2,0,1,5,1,1,1,1,1,5,2,64,0,no_hs,married,white,disabled,2,liberal,democrat,clinton,no_rel,south,0,0,0,0,1.12771195596091,-1.0952751615565093
2,0,4,1,4,3,2,3,2,2,0,2,1,4,0,3,4,2,4,2,72,0,two_yr_college,married,black,retired,8,moderate,democrat,clinton,christian,south,0,0,0,0,1.05786111444104,-1.0952751615565093
2,0,7,4,3,3,4,4,4,2,0,3,3,4,0,3,3,4,3,3,37,0,two_yr_college,never_married,hispanic,unemployed,4,moderate,democrat,clinton,christian,west,0,1,0,0,1.04580701262706,-0.3254948128884364
2,0,6,2,4,2,2,1,1,2,0,1,5,3,1,1,1,3,4,2,86,0,some_college,widowed,hispanic,retired,7,conservative,democrat,clinton,christian,south,1,1,0,0,0.738875002363923,0.3765651044139333
4,0,4,4,3,3,3,4,6,2,0,2,5,2,0,1,3,1,3,5,59,0,high_school,widowed,hispanic,part_time,2,liberal,independent,no_vote,no_rel,west,0,0,0,0,1.57446874982222,-1.0952751615565093
2,0,4,4,3,4,3,4,4,2,0,3,3,4,0,3,3,4,3,3,41,0,four_yr_college,married,white,part_time,3,very_liberal,democrat,clinton,christian,south,0,0,0,0,1.10598762744637,-1.0952751615565093
1,1,4,5,3,3,4,4,3,2,1,2,5,4,1,3,3,4,1,4,57,0,high_school,married,white,homemaker,1,moderate,independent,no_vote,no_rel,west,0,1,0,0,1.01706167969247,-0.3254948128884364
1,1,3,7,3,2,5,6,5,1,1,2,3,7,0,5,4,7,2,5,69,1,some_college,married,white,full_time,9,conservative,republican,trump,christian,west,1,1,1,1,0.891904784237684,0.9023112506587095
1,1,2,7,2,1,1,4,2,2,1,1,5,7,0,1,1,7,4,5,54,1,high_school,married,white,disabled,5,very conservative,republican,trump,christian,midwest,1,1,1,0,0.792508744423736,0.9023112506587095
4,0,4,4,3,2,3,4,4,2,0,3,3,4,0,3,3,2,3,3,38,1,high_school,separated,white,other_empl,6,liberal,independent,no_vote,other_rel,south,0,0,0,0,1.17827101584555,-1.0952751615565093
2,0,3,1,4,1,1,2,1,2,0,2,5,3,1,1,1,1,5,2,42,1,post_grad,married,white,full_time,12,moderate,democrat,clinton,muslim,northeast,1,1,1,1,0.783602487218187,0.9023112506587095
2,0,7,1,4,2,2,3,1,2,0,1,5,5,1,1,1,1,4,2,51,0,post_grad,married,hispanic,full_time,9,liberal,democrat,clinton,no_rel,west,1,1,1,0,0.932562001341543,0.9023112506587095
3,0,6,1,4,4,1,4,7,2,0,1,5,1,0,1,1,1,4,2,68,1,high_school,married,white,disabled,3,very_liberal,democrat,other,no_rel,west,1,1,1,0,0.554578099630963,0.9023112506587095
1,1,1,3,2,2,3,4,3,2,1,1,2,7,0,2,1,3,3,5,58,1,high_school,separated,white,unemployed,4,very conservative,republican,no_vote,christian,northeast,0,0,0,0,0.781779454703653,-1.0952751615565093
1,1,1,7,2,3,5,2,4,2,1,3,3,7,1,4,3,4,4,4,77,0,some_college,married,white,retired,10,moderate,independent,trump,christian,south,1,1,1,0,0.964187113748541,0.9023112506587095
1,1,4,6,3,2,5,4,4,2,0,3,5,6,0,1,3,4,4,3,64,0,high_school,married,white,retired,4,conservative,republican,trump,mormon,south,0,0,0,0,0.912639809717802,-1.0952751615565093
1,1,3,3,2,2,2,3,3,2,1,2,2,3,1,5,5,3,2,2,35,1,post_grad,married,white,full_time,12,moderate,republican,clinton,no_rel,west,0,0,1,0,0.763393935566899,-0.6196132327347812
2,0,4,1,3,2,2,4,2,2,0,1,5,1,1,1,1,1,4,2,44,1,four_yr_college,never_married,black,part_time,2,very_liberal,democrat,clinton,no_rel,west,1,1,0,0,1.00308317689725,0.3765651044139333
1,1,2,5,1,1,1,4,2,2,1,1,5,7,1,5,2,3,5,1,31,0,four_yr_college,married,white,full_time,11,conservative,republican,trump,christian,midwest,1,1,0,0,1.02274263069667,0.3765651044139333
2,0,6,1,2,2,1,1,1,2,0,1,5,3,1,1,1,1,5,1,40,1,post_grad,married,white,full_time,10,liberal,democrat,clinton,no_rel,west,1,1,1,1,0.79489925395261,0.9023112506587095
2,0,5,1,4,2,1,1,1,2,0,1,5,1,1,1,1,1,5,1,34,1,four_yr_college,married,white,full_time,5,very_liberal,democrat,no_vote,no_rel,west,1,1,1,1,1.01654624177958,0.9023112506587095
3,0,5,1,4,4,3,4,3,2,0,3,5,4,1,3,3,2,2,4,63,1,high_school,married,white,full_time,5,liberal,independent,clinton,no_rel,midwest,0,0,0,0,0.897550307642941,-1.0952751615565093
1,1,1,7,2,1,5,4,4,2,1,4,2,7,0,3,2,7,4,4,44,1,two_yr_college,married,white,full_time,6,conservative,republican,no_vote,christian,south,1,1,1,0,0.963735915898099,0.9023112506587095
3,0,4,7,3,2,4,3,2,2,0,2,5,7,1,2,2,4,5,2,42,1,four_yr_college,married,white,full_time,10,moderate,independent,other,no_rel,west,1,1,1,1,0.719398435501688,0.9023112506587095
1,1,1,4,2,2,3,7,7,2,1,4,3,6,0,2,2,6,3,3,62,0,high_school,divorced,white,full_time,12,moderate,republican,trump,christian,south,0,0,1,0,0.912639809717802,-0.6196132327347812
2,0,5,3,3,2,3,2,1,2,0,2,5,4,1,2,1,2,3,2,30,1,high_school,never_married,white,homemaker,4,liberal,democrat,clinton,no_rel,northeast,1,1,1,1,7.03646496881757,0.9023112506587095
3,1,5,5,4,2,2,3,4,2,0,2,3,2,0,4,3,4,4,3,30,1,some_college,married,hispanic,full_time,9,moderate,republican,no_vote,christian,northeast,0,0,0,1,1.4594537392949,-1.0952751615565093
2,0,7,1,3,2,1,2,1,2,0,1,5,1,1,1,1,1,5,1,69,0,post_grad,married,white,other_empl,5,very_liberal,democrat,clinton,christian,west,1,1,1,0,1.12291843396482,0.9023112506587095
2,0,4,5,4,2,5,5,6,2,1,3,5,4,1,1,5,5,1,2,70,0,some_college,never_married,black,retired,3,very_liberal,democrat,clinton,christian,west,0,0,0,0,1.030579627565,-1.0952751615565093
4,0,3,4,3,3,3,4,4,2,0,4,3,4,0,3,3,4,3,3,23,0,two_yr_college,never_married,white,full_time,6,very_liberal,democrat,no_vote,no_rel,south,0,0,0,0,0.872100489544827,-1.0952751615565093
3,1,3,3,2,2,2,5,3,2,1,2,4,4,1,1,1,4,5,2,58,1,some_college,never_married,black,disabled,2,conservative,democrat,trump,no_rel,west,0,0,1,1,0.800618745364708,-0.6196132327347812
2,0,7,1,3,2,1,2,1,2,0,1,5,1,1,1,1,1,5,1,56,0,some_college,married,hispanic,part_time,10,liberal,democrat,clinton,other_rel,northeast,1,1,1,0,0.757863941097319,0.9023112506587095
1,1,2,7,3,1,5,4,1,2,0,2,4,2,0,4,3,6,5,5,61,0,two_yr_college,widowed,hispanic,disabled,3,very conservative,republican,trump,christian,west,0,0,0,0,0.715728964874284,-1.0952751615565093
1,1,1,5,2,3,5,7,6,1,1,4,3,7,0,4,3,4,2,3,71,0,some_college,widowed,hispanic,retired,5,conservative,democrat,trump,christian,west,0,0,0,0,1.06843735473268,-1.0952751615565093
1,1,2,5,3,2,5,4,5,1,1,5,4,7,0,3,2,6,2,5,70,0,high_school,divorced,white,full_time,9,moderate,independent,no_vote,christian,midwest,1,1,0,0,0.875772471178101,0.3765651044139333
3,0,4,4,3,3,3,6,4,2,0,3,3,4,0,3,3,4,3,3,63,0,high_school,widowed,white,disabled,2,moderate,democrat,other,other_rel,midwest,0,0,0,0,0.518030916642247,-1.0952751615565093
1,1,3,3,2,2,2,3,3,2,1,2,2,3,1,2,2,3,2,2,35,1,post_grad,married,white,full_time,12,moderate,republican,trump,no_rel,west,0,0,1,0,0.72095150813415,-0.6196132327347812
1,1,1,7,1,1,5,3,3,1,1,1,4,7,0,2,5,3,3,5,67,0,two_yr_college,married,white,part_time,9,conservative,republican,other,christian,midwest,0,1,0,0,0.558394742961811,-0.3254948128884364
2,0,6,4,3,1,1,4,6,2,0,1,5,4,1,1,2,2,5,1,64,0,high_school,married,other_race,disabled,4,moderate,independent,clinton,christian,midwest,0,0,0,1,1.2386594026877,-1.0952751615565093
3,0,3,4,3,3,2,4,4,2,0,2,5,1,0,2,4,3,5,5,39,0,four_yr_college,married,white,full_time,9,moderate,independent,other,christian,midwest,1,0,0,0,0.607985829542703,-0.1442940187936165
1,1,4,1,3,3,3,5,4,1,1,2,5,7,0,3,3,4,2,4,38,0,four_yr_college,married,white,homemaker,8,conservative,independent,trump,other_rel,northeast,0,0,0,1,1.02274263069667,-1.0952751615565093
2,0,7,1,3,2,1,1,2,2,0,1,5,1,1,1,1,1,5,1,34,0,two_yr_college,civil,white,full_time,6,moderate,independent,clinton,christian,west,1,1,1,1,0.921793635461641,0.9023112506587095
2,0,7,1,2,1,3,2,1,2,0,1,5,2,1,1,1,1,5,2,38,0,post_grad,married,white,full_time,12,very_liberal,democrat,clinton,no_rel,west,1,1,1,0,1.12403836185135,0.9023112506587095
3,0,1,7,3,3,5,5,3,2,0,2,3,7,0,3,2,3,3,2,44,1,four_yr_college,married,white,full_time,9,moderate,independent,other,christian,midwest,1,1,1,1,0.580577420373078,0.9023112506587095
1,0,3,3,2,3,2,2,3,1,0,2,2,6,0,4,2,5,2,3,34,1,four_yr_college,divorced,white,unemployed,3,liberal,democrat,trump,christian,west,0,0,1,0,1.07923936215951,-0.6196132327347812
2,0,4,4,3,4,3,5,4,1,0,3,3,4,0,3,4,2,3,3,64,1,no_hs,widowed,white,disabled,1,very_liberal,democrat,clinton,christian,northeast,0,0,0,0,0.927323887715067,-1.0952751615565093
2,1,3,3,3,2,3,4,4,1,0,3,3,4,1,2,3,4,2,3,27,0,four_yr_college,married,asian,part_time,5,moderate,democrat,clinton,other_rel,midwest,0,0,0,0,0.870506328743659,-1.0952751615565093
1,1,1,1,2,1,3,7,7,1,1,5,3,7,0,5,1,7,1,5,52,0,high_school,married,white,full_time,5,conservative,republican,trump,other_rel,northeast,1,1,0,0,0.87142212322185,0.3765651044139333
1,1,3,3,2,2,2,3,3,2,1,3,3,3,1,2,2,3,3,2,35,1,post_grad,married,white,full_time,12,moderate,republican,trump,no_rel,midwest,0,0,1,0,0.72095150813415,-0.6196132327347812
1,1,1,7,3,2,5,4,3,2,1,2,3,5,0,4,4,6,3,3,63,1,high_school,married,white,retired,4,moderate,republican,trump,christian,northeast,1,1,0,1,0.847649185791497,0.3765651044139333
1,0,4,5,3,2,3,5,4,2,0,2,5,5,1,2,2,3,2,2,64,0,high_school,married,white,full_time,11,very conservative,republican,trump,christian,south,0,0,0,0,0.912639809717802,-1.0952751615565093
1,1,3,6,2,2,4,4,2,2,1,2,1,7,0,4,5,5,3,5,44,0,post_grad,married,white,full_time,8,very conservative,republican,trump,christian,south,1,1,0,1,1.0917850951336,0.3765651044139333
3,0,7,1,1,1,1,3,1,2,0,1,5,1,1,1,5,1,4,1,56,0,high_school,married,white,disabled,5,very_liberal,democrat,clinton,christian,south,1,1,0,0,0.966366930694957,0.3765651044139333
4,0,4,1,3,3,2,7,1,2,0,5,5,1,0,5,5,1,1,1,72,1,high_school,married,black,retired,3,moderate,independent,no_vote,christian,south,0,0,0,0,1.45632404227778,-1.0952751615565093
2,0,7,7,3,2,3,3,1,2,0,1,5,3,1,1,1,2,5,2,59,0,some_college,married,hispanic,retired,4,moderate,democrat,clinton,christian,west,1,1,0,0,0.757863941097319,0.3765651044139333
4,1,3,4,3,2,2,3,2,2,0,4,4,4,1,3,3,4,3,3,22,0,some_college,never_married,asian,other_empl,3,moderate,democrat,no_vote,christian,midwest,0,0,1,0,0.923543766692973,-0.6196132327347812
1,1,4,1,3,3,2,7,5,2,1,3,4,5,1,2,2,2,2,4,69,0,some_college,married,white,retired,3,conservative,republican,no_vote,christian,south,1,1,0,0,0.908177389761021,0.3765651044139333
2,0,4,4,3,3,2,4,4,2,0,2,2,1,1,3,3,4,3,2,73,0,high_school,never_married,black,full_time,5,moderate,democrat,clinton,christian,south,0,0,1,0,1.91809193233436,-0.6196132327347812
1,1,1,3,3,3,2,4,4,2,0,2,3,4,1,3,2,3,3,5,32,0,two_yr_college,married,white,full_time,9,very conservative,republican,no_vote,christian,midwest,0,0,0,0,0.853815039857901,-1.0952751615565093
2,0,7,1,3,1,1,3,1,2,0,1,5,1,1,1,1,1,5,1,73,1,high_school,married,white,retired,5,very_liberal,democrat,clinton,no_rel,south,0,1,1,1,1.01397061225535,-0.11351814869798042
1,1,2,4,3,2,5,4,4,2,1,3,4,7,1,4,3,5,2,4,56,0,high_school,married,white,homemaker,8,moderate,republican,trump,no_rel,midwest,1,1,0,0,0.87142212322185,0.3765651044139333
2,0,4,2,3,2,1,3,1,2,0,2,5,7,1,1,1,1,5,2,60,0,high_school,married,white,retired,2,moderate,independent,other,no_rel,west,0,1,1,1,0.641896529035628,-0.11351814869798042
1,1,3,3,4,3,4,5,6,1,1,4,1,7,0,3,2,6,3,5,66,1,two_yr_college,married,white,part_time,7,moderate,republican,clinton,christian,northeast,0,1,0,0,0.944411233915414,-0.3254948128884364
3,1,1,6,4,4,5,7,7,1,1,4,2,7,0,5,5,7,1,5,56,0,high_school,married,white,unemployed,3,very conservative,independent,trump,no_rel,west,0,0,0,1,1.07978658850445,-1.0952751615565093
2,0,5,5,4,3,3,6,4,1,0,3,3,2,1,2,1,3,4,3,31,0,four_yr_college,never_married,white,full_time,16,liberal,democrat,no_vote,mormon,midwest,0,0,0,0,0.96333141098758,-1.0952751615565093
2,0,7,1,5,1,1,6,7,2,0,5,3,2,0,1,1,1,5,4,41,1,four_yr_college,never_married,white,full_time,6,moderate,democrat,clinton,no_rel,northeast,1,1,1,0,1.03413132599488,0.9023112506587095
2,0,4,6,3,3,3,4,3,2,0,1,5,3,1,2,2,2,4,2,42,0,two_yr_college,married,white,full_time,8,moderate,independent,trump,christian,south,0,0,1,0,0.819619380522467,-0.6196132327347812
1,1,1,3,2,1,1,7,7,2,1,4,3,7,0,2,2,7,3,5,56,0,high_school,married,white,disabled,2,moderate,republican,trump,no_rel,south,1,1,0,0,0.912639809717802,0.3765651044139333
1,1,3,5,4,3,3,5,4,2,1,2,4,6,0,2,2,4,3,4,58,0,high_school,married,white,part_time,2,very conservative,republican,trump,christian,northeast,0,1,1,0,0.87142212322185,-0.11351814869798042
2,0,4,3,4,2,1,1,1,2,0,1,5,1,1,1,1,1,4,1,64,0,four_yr_college,widowed,black,retired,4,liberal,democrat,clinton,no_rel,south,1,1,1,1,1.00419310222554,0.9023112506587095
1,1,1,6,1,1,5,7,7,1,1,5,1,7,0,5,5,7,2,5,71,0,some_college,married,white,retired,11,very conservative,republican,trump,mormon,west,1,1,0,0,0.939321412825532,0.3765651044139333
2,0,3,2,4,2,2,2,1,2,0,1,5,3,1,1,1,2,5,1,29,0,post_grad,never_married,white,full_time,8,liberal,democrat,clinton,christian,south,0,1,1,0,0.83469258858232,-0.11351814869798042
3,0,4,5,4,2,5,4,4,2,0,4,5,1,1,1,1,1,4,1,59,1,some_college,divorced,asian,retired,4,moderate,republican,no_vote,buddhist,west,1,1,0,0,0.703960001041732,0.3765651044139333
2,0,6,6,4,2,1,2,1,2,0,1,5,3,0,1,1,2,5,1,41,1,four_yr_college,married,white,full_time,9,liberal,democrat,clinton,no_rel,south,1,1,1,1,1.08304504949883,0.9023112506587095
1,1,4,1,1,3,1,5,4,1,1,2,4,2,0,5,3,7,1,5,51,0,high_school,married,white,disabled,5,very conservative,republican,trump,christian,south,1,0,0,0,0.912639809717802,-0.1442940187936165
1,1,1,4,2,1,4,6,5,1,1,2,3,7,0,4,3,5,3,5,61,0,two_yr_college,married,hispanic,disabled,3,conservative,republican,trump,christian,south,1,1,1,0,0.734675730208808,0.9023112506587095
2,0,4,1,3,2,1,2,1,2,0,1,5,2,1,1,1,1,3,1,31,1,post_grad,civil,white,full_time,12,very_liberal,democrat,clinton,christian,midwest,1,1,0,0,0.763393935566899,0.3765651044139333
1,1,1,2,4,2,3,4,6,2,1,3,4,2,1,2,1,1,3,5,75,0,post_grad,divorced,white,retired,7,conservative,republican,trump,christian,south,0,1,0,0,1.09069730256741,-0.3254948128884364
1,1,4,1,3,3,3,5,4,1,1,5,3,4,0,3,3,3,2,3,62,0,high_school,widowed,white,disabled,1,conservative,republican,no_vote,christian,south,0,0,0,0,0.859624473676246,-1.0952751615565093
2,0,5,1,4,4,1,7,5,2,1,3,5,7,0,1,1,4,4,5,57,0,high_school,civil,white,unemployed,4,moderate,democrat,clinton,christian,south,1,1,0,0,0.966366930694957,0.3765651044139333
1,1,3,4,4,2,5,7,6,1,1,4,4,7,0,4,2,6,1,5,56,0,high_school,married,white,unemployed,13,moderate,republican,trump,christian,northeast,1,1,1,0,0.87142212322185,0.9023112506587095
1,1,1,7,5,2,5,7,7,1,1,5,4,7,0,5,5,4,3,3,44,1,two_yr_college,married,white,full_time,11,conservative,republican,trump,christian,northeast,1,1,1,1,1.03792259253227,0.9023112506587095
2,0,7,3,5,1,1,1,1,2,0,1,5,1,1,1,1,1,5,1,48,0,four_yr_college,never_married,black,full_time,12,liberal,independent,clinton,christian,west,1,1,1,0,1.00419310222554,0.9023112506587095
2,0,4,2,4,2,1,4,3,2,0,2,5,2,1,2,2,2,2,1,41,0,post_grad,civil,black,full_time,5,moderate,democrat,clinton,christian,south,0,0,0,0,1.74341976037875,-1.0952751615565093
4,0,4,7,1,1,5,2,2,2,0,1,5,7,1,4,3,7,3,5,31,1,four_yr_college,never_married,white,full_time,6,moderate,independent,no_vote,no_rel,northeast,1,1,1,1,1.01654624177958,0.9023112506587095
1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,44,1,post_grad,married,white,part_time,9,very conservative,republican,trump,christian,south,0,0,0,0,0.761117720791432,-1.0952751615565093
2,0,7,1,4,3,1,4,3,2,0,1,5,1,1,2,1,1,5,2,35,1,some_college,married,white,full_time,9,moderate,democrat,clinton,no_rel,northeast,1,1,0,0,1.05546596271457,0.3765651044139333
1,1,1,3,2,2,5,5,4,2,1,2,5,6,1,2,1,3,4,4,78,1,some_college,married,white,full_time,8,very conservative,republican,trump,christian,south,1,1,1,1,0.83972997938151,0.9023112506587095
1,1,2,4,1,1,3,7,7,1,1,5,3,7,0,5,3,7,3,5,72,1,high_school,married,white,part_time,5,conservative,republican,trump,christian,midwest,1,1,1,1,0.971402016649825,0.9023112506587095
2,0,6,1,2,2,1,3,2,2,0,2,5,1,1,1,1,1,5,2,32,1,post_grad,married,white,full_time,12,moderate,democrat,clinton,jewish,west,1,1,1,0,0.763393935566899,0.9023112506587095
2,0,6,1,3,2,2,3,2,2,0,1,5,2,1,2,2,4,3,1,65,0,four_yr_college,never_married,white,full_time,11,liberal,democrat,clinton,christian,west,1,1,1,0,1.0029772835284,0.9023112506587095
1,0,4,4,4,3,2,5,5,2,0,3,5,4,0,2,2,3,2,4,60,0,high_school,widowed,white,disabled,3,moderate,independent,trump,christian,northeast,0,0,1,0,0.87142212322185,-0.6196132327347812
2,0,4,2,4,2,2,4,3,2,0,2,5,2,0,1,1,2,5,1,29,0,four_yr_college,married,white,full_time,7,liberal,democrat,clinton,other_rel,northeast,0,0,1,1,1.34715630903953,-0.6196132327347812
2,0,6,1,3,2,1,2,1,2,0,1,5,2,1,1,1,1,5,2,59,0,high_school,married,white,homemaker,6,very_liberal,democrat,clinton,no_rel,south,1,1,1,0,0.966366930694957,0.9023112506587095
4,0,5,3,3,3,3,4,4,2,0,3,3,4,0,3,3,4,3,3,34,1,four_yr_college,married,other_race,full_time,3,very_liberal,republican,no_vote,no_rel,west,0,1,0,0,0.567801790427857,-0.3254948128884364
2,0,7,3,3,2,1,2,1,2,0,1,5,1,1,1,1,1,5,1,40,1,four_yr_college,married,white,full_time,12,very_liberal,democrat,clinton,no_rel,south,1,1,1,1,1.08304504949883,0.9023112506587095
4,0,4,4,3,3,5,4,4,2,0,4,3,6,0,3,3,4,3,3,54,1,high_school,married,white,part_time,2,conservative,democrat,no_vote,christian,midwest,0,0,0,1,0.746471833745374,-1.0952751615565093
1,1,2,6,2,2,4,4,4,2,1,2,3,7,1,3,3,4,2,3,58,1,high_school,married,white,full_time,5,very conservative,republican,trump,christian,midwest,1,1,1,1,0.829993880619484,0.9023112506587095
2,0,7,1,3,2,1,2,1,2,0,1,5,1,1,3,3,2,3,2,64,0,some_college,married,black,part_time,7,moderate,democrat,clinton,christian,northeast,1,0,0,0,0.964673076699452,-0.1442940187936165
4,0,4,4,3,3,3,4,4,2,0,3,3,4,0,3,3,4,1,3,57,0,some_college,divorced,hispanic,retired,2,moderate,independent,no_vote,no_rel,west,0,0,0,0,0.674152199119108,-1.0952751615565093
2,0,4,1,3,3,2,5,3,2,0,4,5,4,0,4,4,5,2,3,56,0,high_school,never_married,hispanic,unemployed,1,moderate,democrat,no_vote,christian,west,0,0,0,1,1.57446874982222,-1.0952751615565093
3,0,7,1,5,4,1,2,1,2,0,1,5,4,0,1,1,3,1,5,55,0,some_college,married,black,retired,7,moderate,independent,no_vote,christian,south,0,1,0,1,0.787083728009993,-0.3254948128884364
2,0,5,2,4,4,2,2,2,2,0,1,5,1,1,2,3,1,2,2,35,0,post_grad,married,white,full_time,6,very_liberal,republican,clinton,no_rel,west,0,0,0,1,1.12403836185135,-1.0952751615565093
1,1,2,2,1,1,2,5,2,2,1,2,3,2,0,1,1,2,4,2,32,1,post_grad,married,white,full_time,12,moderate,democrat,no_vote,jewish,west,0,0,0,0,0.679071364328877,-1.0952751615565093
4,0,3,6,3,2,4,5,4,2,0,2,5,4,0,3,1,5,2,4,39,1,four_yr_college,married,white,full_time,9,moderate,republican,other,christian,midwest,0,0,1,0,0.719398435501688,-0.6196132327347812
1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,5,1,63,1,high_school,married,white,full_time,5,very conservative,republican,trump,christian,northeast,0,0,0,0,0.847649185791497,-1.0952751615565093
1,1,1,6,3,1,5,7,7,1,1,1,5,7,0,4,1,6,5,5,42,1,four_yr_college,married,white,full_time,9,moderate,republican,trump,christian,northeast,1,0,1,0,0.976636706618742,0.0695224553430114
1,1,2,3,2,2,1,6,4,1,1,2,3,4,1,2,4,4,2,3,30,1,some_college,married,white,full_time,10,very conservative,republican,trump,no_rel,south,0,0,0,0,1.08198162935896,-1.0952751615565093
1,1,2,5,3,2,3,4,4,2,1,2,5,7,0,2,1,5,2,5,56,0,high_school,married,white,full_time,8,conservative,republican,trump,no_rel,midwest,0,0,0,1,0.87142212322185,-1.0952751615565093
2,0,4,4,3,3,3,4,4,2,0,3,3,4,0,2,3,4,2,3,59,0,high_school,married,white,retired,4,moderate,democrat,clinton,no_rel,south,0,0,1,0,0.966366930694957,-0.6196132327347812
4,1,3,1,3,3,2,6,4,2,1,3,3,4,0,3,3,4,3,3,35,0,four_yr_college,married,white,full_time,6,moderate,republican,no_vote,christian,northeast,0,0,1,0,0.96333141098758,-0.6196132327347812
1,1,1,1,1,1,1,1,7,1,1,5,3,7,0,3,2,7,1,5,60,0,high_school,married,white,retired,10,very conservative,republican,trump,christian,south,0,0,1,0,0.912639809717802,-0.6196132327347812
1,1,3,7,3,4,5,4,4,2,0,3,3,7,1,4,3,6,3,3,70,1,some_college,married,hispanic,retired,9,moderate,independent,trump,christian,northeast,1,1,1,1,1.20322374426769,0.9023112506587095
3,0,5,1,3,3,2,3,2,2,0,2,5,4,0,1,1,4,2,2,33,0,some_college,never_married,white,homemaker,2,very_liberal,democrat,clinton,no_rel,northeast,0,0,0,0,0.959836119974666,-1.0952751615565093
2,0,6,2,3,2,1,3,1,2,0,1,5,3,1,1,1,1,5,1,43,0,four_yr_college,married,white,homemaker,5,moderate,democrat,clinton,no_rel,south,1,1,1,0,1.10598762744637,0.9023112506587095
2,0,4,4,3,4,2,4,4,2,1,2,5,5,0,2,1,4,3,3,40,0,four_yr_college,married,asian,full_time,8,liberal,independent,no_vote,buddhist,south,0,0,0,0,0.702921453765476,-1.0952751615565093
1,1,1,6,3,2,3,6,3,1,1,1,4,7,0,5,4,3,4,2,34,0,post_grad,married,white,full_time,7,conservative,republican,trump,christian,midwest,1,1,1,0,0.973671699236921,0.9023112506587095
2,0,7,2,2,1,1,1,1,2,0,2,5,1,1,1,1,1,5,1,24,1,four_yr_college,never_married,white,full_time,9,liberal,democrat,clinton,jewish,midwest,1,1,1,1,1.08737874806145,0.9023112506587095
1,1,4,2,4,3,1,5,5,2,1,1,5,2,1,2,1,3,3,4,34,0,some_college,married,white,full_time,9,moderate,republican,no_vote,christian,south,0,0,0,0,0.772007610334614,-1.0952751615565093
1,1,1,7,3,2,5,4,4,1,1,2,3,7,0,5,3,7,2,3,30,0,post_grad,never_married,white,part_time,3,very conservative,republican,trump,christian,midwest,1,0,0,1,0.788286168555875,-0.1442940187936165
3,0,3,1,4,2,2,3,3,2,0,1,5,1,1,2,2,1,4,4,35,0,post_grad,married,white,full_time,9,moderate,republican,trump,christian,west,0,0,1,0,0.973671699236921,-0.6196132327347812
2,0,6,3,3,1,3,2,1,2,0,1,5,3,1,2,2,3,3,2,43,0,four_yr_college,married,white,part_time,3,conservative,republican,other,christian,south,1,1,1,1,0.620918666291842,0.9023112506587095
1,1,5,3,4,4,2,3,4,2,0,2,4,4,0,3,3,3,3,4,30,0,high_school,civil,white,homemaker,3,moderate,democrat,trump,christian,west,0,0,0,0,1.15375787557103,-1.0952751615565093
3,0,4,1,3,3,1,3,5,2,0,3,3,1,0,1,1,1,2,1,22,0,some_college,never_married,mixed,full_time,4,liberal,democrat,clinton,christian,south,0,0,0,0,0.837879224858588,-1.0952751615565093
1,1,1,1,2,2,3,4,4,2,1,2,3,7,0,5,5,5,4,5,59,1,high_school,married,white,full_time,7,moderate,republican,trump,other_rel,midwest,0,0,1,0,0.829993880619484,-0.6196132327347812
1,1,1,7,1,2,5,7,3,1,1,4,1,7,0,5,5,7,1,5,60,1,high_school,married,white,full_time,2,conservative,republican,trump,christian,midwest,1,1,0,1,0.829993880619484,0.3765651044139333
2,0,4,1,3,3,1,2,1,2,0,1,5,1,1,1,1,2,5,1,39,0,post_grad,civil,white,part_time,9,very_liberal,democrat,clinton,no_rel,west,0,0,0,0,1.12403836185135,-1.0952751615565093
4,0,4,4,3,3,3,4,4,1,0,4,3,4,0,5,4,4,3,3,26,0,post_grad,never_married,white,full_time,11,very conservative,independent,no_vote,christian,midwest,0,0,0,0,0.74249454772375,-1.0952751615565093
3,0,3,7,3,3,4,5,5,1,0,4,4,7,0,2,1,1,4,2,32,0,post_grad,married,white,homemaker,11,liberal,democrat,other,christian,midwest,0,1,0,0,0.578814823979292,-0.3254948128884364
2,0,3,5,2,2,2,4,1,2,0,1,5,2,1,1,1,2,4,2,32,0,four_yr_college,married,other_race,student,6,moderate,democrat,no_vote,muslim,midwest,0,1,0,0,0.702921453765476,-0.3254948128884364
1,1,2,7,3,2,5,5,3,2,1,2,3,7,0,3,2,4,3,3,78,0,four_yr_college,married,white,retired,4,conservative,republican,trump,christian,west,1,1,1,1,0.958801780636491,0.9023112506587095
