"age","gender","education","ethnicity","income","partisanship","eu_ref","condition","ethnicity_simple","know","contact","worry","govt_perf","restrict","behavior","numeracy","trust","distrust"
36,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","11","Liberal Democrats","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.40656918917133,0.841543428125356,0.35076386178548,-0.61273521267665,2.66666666666667,0.906610295808507,-0.723456133636216
46,"Male","Undergraduate degree (e.g., BA)","White","4","Conservative Party","I voted Leave","treat1","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.266041503411797,-0.72988822364663,-0.61273521267665,6,1.2012493209256,-0.345794717072796
27,"Female","A-level (or equivalent)","White","8","Conservative Party","I voted Leave","treat1","White",0.478411095681547,-0.476248804454124,0.542226157630451,-0.304741160755354,0.35076386178548,0.653457304943914,3,0.231678464004934,0.440481649117151
19,"Male","A-level (or equivalent)","Black","1","No party","I voted Remain","treat1","Other",0.478411095681547,-0.476248804454124,0.514315159538784,0.841543428125356,0.35076386178548,0.653457304943914,4.66666666666667,0.411588730106231,-0.415375455610038
40,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","4","Green Party","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,0.948385674243263,-0.758820588623685,0.35076386178548,-0.61273521267665,5,-0.171076826370267,0.75147380203735
20,"Male","A-level (or equivalent)","White","1","Conservative Party","I voted Leave","treat1","White",-1.12485768652899,-0.476248804454124,0.39131192602455,-1.43269617716106,0.35076386178548,-0.61273521267665,6,-0.171076826370267,-0.545723683660622
27,"Female","A-level (or equivalent)","White","5","Conservative Party","I voted Leave","treat1","White",0.478411095681547,0.373599441351396,-0.164773287130284,1.27888711087707,0.35076386178548,-0.61273521267665,1.33333333333333,2.332759842169,-2.12628870298884
20,"Female","A-level (or equivalent)","White","4","Labour","I was not eligible to vote, but would have voted Remain","treat1","White",-1.12485768652899,0.460547865513442,1.6137917861682,0.80645351844387,0.35076386178548,1.23698157272214,3.33333333333333,-0.423893164514084,0.440481649117151
20,"Female","A-level (or equivalent)","White","2","No party","I was not eligible to vote, but would have voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,0.514315159538784,0.109008854862144,-0.631210854979936,-0.61273521267665,2.33333333333333,-0.707567328547404,0.75147380203735
44,"Male","GCSE (or equivalent)","White","2","Labour","I voted Remain","treat1","White",-0.346210927114368,0.460547865513442,-0.569873777763838,-0.266041503411797,-0.72988822364663,-0.61273521267665,2.33333333333333,-1.95680751435798,2.01819117897551
25,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","6","No party","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.40656918917133,0.439060660820015,0.35076386178548,0.653457304943914,5,0.00112798586670993,-0.163023990239364
50,"Female","A-level (or equivalent)","White","1","Labour","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,1.6137917861682,0.469453458655334,0.35076386178548,0.0954693109573851,3.66666666666667,0.174875760452895,0.470034789417302
24,"Female","Undergraduate degree (e.g., BA)","White","3","Labour","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,0.781125400458478,0.109008854862144,-0.631210854979936,0.653457304943914,4.33333333333333,-0.423893164514084,-0.806158112485411
28,"Female","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","treat1","White",-1.12485768652899,0.370704037623811,0.0148571350245476,-1.43269617716106,0.35076386178548,-0.61273521267665,2.66666666666667,0.231678464004934,0.179364505373351
58,"Female","A-level (or equivalent)","White","7","Conservative Party","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.012674512737052,1.27888711087707,0.35076386178548,0.653457304943914,5.33333333333333,1.3083047908542,-0.840650458004401
35,"Female","A-level (or equivalent)","White","3","Conservative Party","I voted Leave","treat1","White",-1.12485768652899,-0.476248804454124,-1.60829096761465,0.469453458655334,-1.33896920861413,0.653457304943914,5,0.174875760452895,0.470034789417302
18,"Male","A-level (or equivalent)","White","11","Labour","I was not eligible to vote, but would have voted Remain","treat1","White",-1.1438648097804,0.460547865513442,0.13642880061627,0.499905767924618,0.35076386178548,0.653457304943914,5,-0.423893164514084,0.642562123864804
33,"Female","A-level (or equivalent)","White","2","Labour","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.164773287130284,-1.43269617716106,-0.72988822364663,-0.61273521267665,4,-1.00788596326447,2.01819117897551
26,"Female","A-level (or equivalent)","White","6","Labour","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,1.6137917861682,-0.266041503411797,0.35076386178548,0.653457304943914,3,-0.934074901068862,2.01819117897551
19,"Female","A-level (or equivalent)","White","5","Conservative Party","I was not eligible to vote, but would have voted Leave","treat1","White",0.478411095681547,0.460547865513442,0.980948052732125,0.439060660820015,-0.631210854979936,1.43641623760841,4.66666666666667,0.00577532133344975,-0.486626593267948
35,"Male","A-level (or equivalent)","White","6","Labour","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.569873777763838,-0.758820588623685,0.35076386178548,-0.61273521267665,3.66666666666667,-1.57350052905171,0.207093874414522
33,"Female","Undergraduate degree (e.g., BA)","White","3","Conservative Party","I voted Leave","treat1","White",-1.12485768652899,-0.476248804454124,0.39131192602455,0.80645351844387,0.35076386178548,0.653457304943914,4.33333333333333,1.2012493209256,-0.163023990239364
58,"Male","Undergraduate degree (e.g., BA)","White","4","Conservative Party","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-1.60829096761465,0.499905767924618,0.35076386178548,0.653457304943914,4.66666666666667,0.411588730106231,-0.163023990239364
24,"Female","Undergraduate degree (e.g., BA)","White","3","Labour","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,-0.164773287130284,-0.266041503411797,0.35076386178548,-0.61273521267665,4.33333333333333,-0.230445590547,0.440481649117151
51,"Female","GCSE (or equivalent)","White","3","Brexit Party","I voted Leave","treat1","White",0.478411095681547,-0.476248804454124,1.30114992120372,1.27888711087707,-1.33896920861413,0.653457304943914,5.33333333333333,0.906610295808507,-0.0695471024328525
29,"Male","A-level (or equivalent)","White","4","Conservative Party","I was not eligible to vote, but would have voted Leave","treat1","White",-0.346210927114368,-0.476248804454124,0.418822011143977,2.48638709001981,-1.49368278420392,1.23698157272214,4,0.60588091299883,-1.18753996348727
30,"Female","Undergraduate degree (e.g., BA)","White","5","Labour","I voted Remain","treat1","White",-0.346210927114368,0.460547865513442,0.542226157630451,-1.43269617716106,0.35076386178548,-0.61273521267665,2,-1.95680751435798,0.470034789417302
27,"Male","Undergraduate degree (e.g., BA)","White","3","Other party","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,0.13642880061627,-0.758820588623685,0.35076386178548,0.653457304943914,5,0.00577532133344975,1.17064678122528
23,"Female","A-level (or equivalent)","White","2","Labour","I was eligible to vote, but did not","treat1","White",-0.346210927114368,1.20587038402259,0.980948052732125,1.27888711087707,0.35076386178548,1.23698157272214,2.33333333333333,0.668590802306462,0.440481649117151
20,"Female","A-level (or equivalent)","White","1","Labour","I was not eligible to vote, but would have voted Remain","treat1","White",0.478411095681547,0.460547865513442,-0.40656918917133,-0.758820588623685,0.35076386178548,-0.61273521267665,5.33333333333333,0.823944676335416,-0.723456133636216
54,"Female","GCSE (or equivalent)","White","2","Labour","I voted Leave","treat1","White",-0.346210927114368,-0.476248804454124,-0.164773287130284,0.469453458655334,0.35076386178548,-0.61273521267665,4,0.00112798586670993,0.75147380203735
32,"Female","Undergraduate degree (e.g., BA)","White","3","Conservative Party","I was eligible to vote, but did not","treat1","White",-0.346210927114368,0.460547865513442,-1.97569903264372,-0.266041503411797,-1.49368278420392,1.23698157272214,4,-0.423893164514084,0.0841065831950797
36,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","5","Labour","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,0.13642880061627,0.109008854862144,0.35076386178548,0.0954693109573851,6,0.179534895706871,-0.163023990239364
38,"Male","GCSE (or equivalent)","White","7","Labour","I voted Leave","treat1","White",0.478411095681547,-0.476248804454124,0.13642880061627,1.27888711087707,0.35076386178548,0.653457304943914,4.66666666666667,0.411588730106231,-1.18753996348727
52,"Female","Undergraduate degree (e.g., BA)","White","6","Liberal Democrats","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.40656918917133,-0.266041503411797,0.35076386178548,-0.61273521267665,5,1.2012493209256,-0.345794717072796
31,"Female","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,0.39131192602455,-1.43269617716106,0.35076386178548,0.653457304943914,3.33333333333333,-0.230445590547,0.75147380203735
41,"Female","A-level (or equivalent)","White","3","Labour","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,0.542226157630451,-1.43269617716106,0.35076386178548,-0.61273521267665,3,-1.48030703646599,0.75147380203735
26,"Female","A-level (or equivalent)","White","5","Green Party","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,0.13642880061627,1.27888711087707,0.35076386178548,-0.61273521267665,3.33333333333333,0.411588730106231,0.440481649117151
57,"Male","Undergraduate degree (e.g., BA)","White","3","Liberal Democrats","I was eligible to vote, but did not","treat1","White",-0.346210927114368,0.373599441351396,0.39131192602455,0.469453458655334,0.35076386178548,-0.61273521267665,4.33333333333333,0.00112798586670993,0.75147380203735
39,"Male","Undergraduate degree (e.g., BA)","White","4","No party","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.858249332927297,0.80645351844387,-0.72988822364663,1.23698157272214,5,0.406649230431018,0.0841065831950797
21,"Female","A-level (or equivalent)","White","5","Liberal Democrats","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,0.980948052732125,0.469453458655334,0.35076386178548,-0.61273521267665,2.66666666666667,0.823944676335416,-2.61545448327188
23,"Female","Undergraduate degree (e.g., BA)","White","5","Conservative Party","I was eligible to vote, but did not","treat1","White",0.478411095681547,-0.476248804454124,-1.03522129865336,0.80645351844387,0.35076386178548,0.653457304943914,3.33333333333333,0.411588730106231,-1.18753996348727
52,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","12","Conservative Party","I voted Remain","treat1","White",0.478411095681547,0.373599441351396,-0.40656918917133,0.80645351844387,-0.836909460334576,1.23698157272214,5.33333333333333,1.2012493209256,-2.61545448327188
29,"Female","Undergraduate degree (e.g., BA)","White","2","Green Party","I voted Remain","treat1","White",-1.12485768652899,-0.476248804454124,1.6137917861682,0.499905767924618,0.35076386178548,-0.61273521267665,2.33333333333333,1.2012493209256,0.440481649117151
41,"Female","GCSE (or equivalent)","White","5","Conservative Party","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,-0.40656918917133,0.80645351844387,0.35076386178548,0.653457304943914,3.33333333333333,0.00577532133344975,-1.18753996348727
23,"Female","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,-1.03522129865336,-1.43269617716106,0.35076386178548,-0.61273521267665,2.66666666666667,-0.707567328547404,1.55446328442095
31,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","9","Liberal Democrats","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,0.542226157630451,0.109008854862144,0.35076386178548,-0.61273521267665,5.66666666666667,0.668590802306462,0.470034789417302
23,"Male","A-level (or equivalent)","White","9","Labour","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-1.34535842401841,-0.758820588623685,0.35076386178548,0.653457304943914,5,-0.707567328547404,0.0841065831950797
37,"Female","A-level (or equivalent)","White","7","Liberal Democrats","I voted Leave","treat1","White",-0.346210927114368,0.460547865513442,0.542226157630451,0.80645351844387,0.35076386178548,0.653457304943914,3,0.823944676335416,0.11136859957819
38,"Female","Undergraduate degree (e.g., BA)","White","4","Conservative Party","I voted Remain","treat1","White",-0.346210927114368,0.460547865513442,-0.40656918917133,1.27888711087707,0.35076386178548,-0.61273521267665,3.66666666666667,0.906610295808507,-0.443944911404698
27,"Female","Undergraduate degree (e.g., BA)","White","3","Labour","I voted Remain","treat1","White",-1.12485768652899,0.460547865513442,0.39131192602455,0.841543428125356,-0.631210854979936,0.653457304943914,2.33333333333333,-0.230445590547,-0.096426897643124
55,"Female","GCSE (or equivalent)","White","5","No party","I was eligible to vote, but did not","treat1","White",-0.346210927114368,-0.476248804454124,0.0148571350245476,0.499905767924618,-0.72988822364663,0.653457304943914,4,0.231678464004934,-0.0695471024328525
41,"Female","Undergraduate degree (e.g., BA)","White","5","Conservative Party","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,0.980948052732125,2.48638709001981,0.35076386178548,-0.61273521267665,3.66666666666667,1.64768139012258,-0.840650458004401
51,"Female","Undergraduate degree (e.g., BA)","White","2","Labour","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,1.30114992120372,-0.758820588623685,0.35076386178548,-0.61273521267665,2.33333333333333,-0.707567328547404,0.75147380203735
20,"Female","A-level (or equivalent)","White","7","Labour","I was not eligible to vote, but would have voted Remain","treat1","White",0.478411095681547,-0.476248804454124,0.13642880061627,-1.43269617716106,0.35076386178548,0.653457304943914,3.66666666666667,-1.23727785895138,0.11136859957819
57,"Male","GCSE (or equivalent)","White","6","Conservative Party","I voted Leave","treat1","White",-0.42711066755529,-0.476248804454124,-1.60829096761465,1.83093942035946,-1.49368278420392,0.653457304943914,4.33333333333333,1.64768139012258,0.11136859957819
51,"Male","A-level (or equivalent)","White","7","Conservative Party","I voted Remain","treat1","White",0.478411095681547,0.373599441351396,-0.164773287130284,1.27888711087707,-0.72988822364663,-0.61273521267665,4.33333333333333,1.2012493209256,-1.18753996348727
39,"Male","GCSE (or equivalent)","White","3","Labour","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.858249332927297,-0.266041503411797,0.35076386178548,0.653457304943914,3.66666666666667,0.231678464004934,0.75147380203735
22,"Female","Undergraduate degree (e.g., BA)","White","1","Green Party","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,-0.164773287130284,-1.43269617716106,-0.631210854979936,0.653457304943914,4.33333333333333,-1.23727785895138,0.11136859957819
26,"Female","Undergraduate degree (e.g., BA)","White","5","No party","I voted Leave","treat1","White",0.478411095681547,-0.476248804454124,0.542226157630451,1.27888711087707,0.35076386178548,1.23698157272214,3,1.2012493209256,-1.18753996348727
30,"Male","Undergraduate degree (e.g., BA)","White","11","Liberal Democrats","I voted Remain","treat1","White",-0.42711066755529,-0.476248804454124,1.6137917861682,1.27888711087707,0.35076386178548,-0.61273521267665,3.33333333333333,2.6806920328248,-0.345794717072796
21,"Female","Undergraduate degree (e.g., BA)","White","2","Green Party","I was not eligible to vote, but would have voted Remain","treat1","White",-1.1438648097804,-0.476248804454124,-0.40656918917133,0.469453458655334,0.35076386178548,1.23698157272214,3.66666666666667,0.906610295808507,0.11136859957819
21,"Male","A-level (or equivalent)","White","2","No party","I was eligible to vote, but did not","treat1","White",-0.346210927114368,-0.476248804454124,-1.97569903264372,1.32743659208942,0.35076386178548,1.23698157272214,6,0.823944676335416,-0.163023990239364
18,"Female","A-level (or equivalent)","White","4","Labour","I was not eligible to vote, but would have voted Remain","treat1","White",-1.12485768652899,-0.476248804454124,0.542226157630451,-0.266041503411797,0.35076386178548,1.23698157272214,4,-0.707567328547404,0.75147380203735
34,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","10","Labour","I voted Remain","treat1","White",0.478411095681547,1.2085476392682,-0.569873777763838,0.841543428125356,0.35076386178548,0.653457304943914,4.66666666666667,1.2012493209256,-1.18753996348727
25,"Female","Undergraduate degree (e.g., BA)","White","2","Green Party","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.012674512737052,-1.43269617716106,0.35076386178548,-0.61273521267665,5,-1.23103345450765,-0.163023990239364
42,"Female","GCSE (or equivalent)","White","3","Liberal Democrats","I voted Leave","treat1","White",-0.42711066755529,-0.476248804454124,-1.22922230330015,-0.266041503411797,-1.49368278420392,-0.61273521267665,4,-0.235395323329264,0.207093874414522
29,"Female","Undergraduate degree (e.g., BA)","White","11","Labour","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,1.6137917861682,-0.711099143561654,0.35076386178548,-0.61273521267665,6,0.411588730106231,-1.18753996348727
32,"Male","Undergraduate degree (e.g., BA)","White","5","Conservative Party","I voted Leave","treat1","White",0.478411095681547,-0.476248804454124,-0.569873777763838,0.469453458655334,-1.33896920861413,0.653457304943914,4.66666666666667,0.823944676335416,-0.840650458004401
40,"Female","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.40656918917133,-0.266041503411797,-0.72988822364663,-0.61273521267665,4,-0.707567328547404,-0.545723683660622
45,"Male","Undergraduate degree (e.g., BA)","White","5","Conservative Party","I voted Leave","treat1","White",-0.346210927114368,-0.476248804454124,0.39131192602455,1.27888711087707,0.35076386178548,0.653457304943914,5.33333333333333,1.2012493209256,-1.18753996348727
30,"Female","Undergraduate degree (e.g., BA)","White","4","No party","I voted Remain","treat1","White",-0.346210927114368,1.2085476392682,1.6137917861682,1.27888711087707,0.35076386178548,-0.61273521267665,4.66666666666667,0.906610295808507,-0.723456133636216
22,"Female","Undergraduate degree (e.g., BA)","White","5","Labour","I voted Remain","treat1","White",-0.346210927114368,0.460547865513442,0.109188274720151,-0.266041503411797,0.35076386178548,0.653457304943914,3,-1.00788596326447,0.0841065831950797
36,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","6","Conservative Party","I voted Leave","treat1","White",-0.346210927114368,-0.476248804454124,-0.247447914764378,1.27888711087707,0.35076386178548,0.653457304943914,5.33333333333333,1.53856820712612,-1.18753996348727
40,"Female","A-level (or equivalent)","White","7","Green Party","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,0.0148571350245476,0.80645351844387,0.35076386178548,0.0954693109573851,2.33333333333333,0.00112798586670993,-0.096426897643124
42,"Male","GCSE (or equivalent)","White","2","Conservative Party","I voted Leave","treat1","White",0.478411095681547,-0.476248804454124,1.6137917861682,0.439060660820015,0.35076386178548,0.653457304943914,5.33333333333333,1.2012493209256,1.17064678122528
36,"Female","A-level (or equivalent)","White","5","Liberal Democrats","I voted Remain","treat1","White",-0.346210927114368,0.460547865513442,0.542226157630451,-0.266041503411797,0.35076386178548,-0.61273521267665,4.33333333333333,0.00112798586670993,0.75147380203735
50,"Female","GCSE (or equivalent)","White","12","Conservative Party","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.012674512737052,0.141657406557449,0.35076386178548,-0.61273521267665,5,1.2012493209256,-1.18753996348727
31,"Female","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","treat1","White",-0.406090459737849,0.460547865513442,0.542226157630451,-1.43269617716106,0.35076386178548,-0.61273521267665,3.33333333333333,-0.707567328547404,0.179364505373351
40,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","5","Green Party","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,0.163641975699556,-1.43269617716106,0.35076386178548,-0.61273521267665,3,-1.95680751435798,1.20573334183022
45,"Male","Undergraduate degree (e.g., BA)","White","10","Labour","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,6,-0.423893164514084,-0.163023990239364
24,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","3","Labour","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.40656918917133,-1.43269617716106,0.35076386178548,-0.61273521267665,1,-1.57350052905171,-0.0695471024328525
47,"Male","Undergraduate degree (e.g., BA)","White","4","Liberal Democrats","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.247447914764378,0.109008854862144,-0.72988822364663,0.653457304943914,6,0.411588730106231,-0.443944911404698
50,"Female","GCSE (or equivalent)","White","4","Green Party","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,0.980948052732125,-0.711099143561654,0.35076386178548,-0.61273521267665,3.66666666666667,-1.95680751435798,-0.163023990239364
20,"Male","A-level (or equivalent)","White","3","No party","I was not eligible to vote, but would have voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.012674512737052,0.141657406557449,0.35076386178548,-0.61273521267665,4,0.231678464004934,-0.723456133636216
38,"Female","A-level (or equivalent)","White","5","Conservative Party","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-1.34535842401841,0.841543428125356,0.35076386178548,-0.61273521267665,3.33333333333333,1.2012493209256,-1.18753996348727
32,"Female","Undergraduate degree (e.g., BA)","White","2","Labour","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.136546566210078,-1.43269617716106,0.35076386178548,-0.61273521267665,2.33333333333333,-0.707567328547404,2.01819117897551
27,"Female","A-level (or equivalent)","White","1","Conservative Party","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.40656918917133,1.27888711087707,-0.72988822364663,0.653457304943914,4.66666666666667,1.2012493209256,-1.18753996348727
24,"Male","Undergraduate degree (e.g., BA)","White","1","No party","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,-0.858249332927297,-1.43269617716106,0.35076386178548,-0.61273521267665,4.33333333333333,-1.95680751435798,2.01819117897551
28,"Female","Undergraduate degree (e.g., BA)","White","4","Labour","I voted Remain","treat1","White",-0.346210927114368,0.460547865513442,0.980948052732125,-0.304741160755354,0.35076386178548,0.653457304943914,4.33333333333333,-0.423893164514084,0.75147380203735
50,"Male","Undergraduate degree (e.g., BA)","White","11","Conservative Party","I voted Leave","treat1","White",-0.346210927114368,0.460547865513442,-1.97569903264372,0.141657406557449,-0.72988822364663,0.653457304943914,6,-0.171076826370267,-0.443944911404698
30,"Female","Undergraduate degree (e.g., BA)","White","6","SNP","I voted Remain","treat1","White",-1.12485768652899,1.12480287592463,-0.40656918917133,0.109008854862144,0.35076386178548,1.23698157272214,2.66666666666667,0.60588091299883,-0.443944911404698
41,"Female","A-level (or equivalent)","White","7","No party","I voted Remain","treat1","White",-1.1438648097804,0.460547865513442,0.39131192602455,1.27888711087707,0.35076386178548,-0.61273521267665,2,1.2012493209256,-1.18753996348727
30,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","3","Green Party","I voted Remain","treat1","White",-0.406090459737849,0.460547865513442,1.6137917861682,-1.43269617716106,0.35076386178548,0.653457304943914,2.66666666666667,-1.95680751435798,0.124345521104091
24,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","1","SNP","I voted Remain","treat1","White",-0.406090459737849,-0.476248804454124,0.542226157630451,-0.266041503411797,0.35076386178548,0.653457304943914,3,0.600391898492345,-0.229976772507822
37,"Female","Undergraduate degree (e.g., BA)","White","6","Labour","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,1.6137917861682,1.27888711087707,0.35076386178548,-0.61273521267665,2,0.00577532133344975,-0.163023990239364
30,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","5","SNP","I voted Leave","treat1","White",-1.12485768652899,-0.476248804454124,0.514315159538784,-0.711099143561654,0.35076386178548,0.653457304943914,3.66666666666667,0.352190160319605,-0.545723683660622
75,"Female","Undergraduate degree (e.g., BA)","White","2","Labour","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.569873777763838,-0.266041503411797,0.35076386178548,-0.61273521267665,5,0.231678464004934,-0.515989718002722
40,"Female","A-level (or equivalent)","White","3","Brexit Party","I voted Leave","treat1","White",-1.86255051670098,-0.476248804454124,1.6137917861682,-0.266041503411797,0.35076386178548,-0.61273521267665,5.33333333333333,-1.57350052905171,0.440481649117151
36,"Male","A-level (or equivalent)","White","5","Green Party","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,-1.60829096761465,-0.711099143561654,0.35076386178548,0.0954693109573851,4.66666666666667,1.2012493209256,-0.345794717072796
28,"Female","A-level (or equivalent)","White","3","Green Party","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,0.980948052732125,-0.266041503411797,0.35076386178548,-0.61273521267665,4.33333333333333,-0.707567328547404,0.179364505373351
36,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","10","Green Party","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.858249332927297,-1.43269617716106,-0.72988822364663,0.653457304943914,5.66666666666667,-0.934074901068862,0.71985757444244
27,"Female","Undergraduate degree (e.g., BA)","White","3","Labour","I voted Remain","treat1","White",0.478411095681547,-0.476248804454124,-0.40656918917133,0.109008854862144,0.35076386178548,-0.61273521267665,2.66666666666667,-0.707567328547404,0.0841065831950797
41,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","6","Labour","I voted Remain","treat1","White",-0.406090459737849,1.20587038402259,-0.40656918917133,-0.266041503411797,0.35076386178548,-0.61273521267665,5.33333333333333,0.00112798586670993,0.470034789417302
32,"Female","GCSE (or equivalent)","White","2","Conservative Party","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,-0.164773287130284,1.27888711087707,0.35076386178548,-0.61273521267665,5.33333333333333,1.2012493209256,-1.18753996348727
48,"Female","A-level (or equivalent)","White","3","Green Party","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,-0.569873777763838,0.469453458655334,0.35076386178548,1.23698157272214,4,-0.423893164514084,0.179364505373351
34,"Female","Undergraduate degree (e.g., BA)","White","7","Conservative Party","I was eligible to vote, but did not","treat1","White",0.478411095681547,-0.476248804454124,0.542226157630451,0.80645351844387,0.35076386178548,0.653457304943914,4.33333333333333,1.2012493209256,-1.18753996348727
30,"Male","A-level (or equivalent)","White","1","Green Party","I was eligible to vote, but did not","treat1","White",-1.86255051670098,-0.476248804454124,-0.569873777763838,0.469453458655334,-2.03879438148036,-0.61273521267665,4.66666666666667,-0.707567328547404,1.41486642440853
41,"Male","Undergraduate degree (e.g., BA)","White","3","Green Party","I voted Leave","treat1","White",0.478411095681547,-0.476248804454124,0.39131192602455,-1.43269617716106,0.35076386178548,-0.61273521267665,4.33333333333333,-1.95680751435798,2.01819117897551
18,"Female","A-level (or equivalent)","White","6","Labour","I was not eligible to vote, but would not have voted","treat1","White",-0.346210927114368,-0.476248804454124,0.948385674243263,0.469453458655334,0.35076386178548,-0.61273521267665,3,0.411588730106231,-1.18753996348727
63,"Female","Postgraduate degree (e.g., MA, MSc, PhD)","White","2","Labour","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,0.39131192602455,1.27888711087707,0.35076386178548,-0.61273521267665,5.33333333333333,1.2012493209256,-1.18753996348727
20,"Female","Undergraduate degree (e.g., BA)","White","8","Liberal Democrats","I was not eligible to vote, but would have voted Leave","treat1","White",-0.346210927114368,-0.476248804454124,0.242453320653121,-0.758820588623685,-0.631210854979936,1.43641623760841,4.66666666666667,1.2012493209256,-1.18753996348727
23,"Male","Postgraduate degree (e.g., MA, MSc, PhD)","White","4","Labour","I voted Remain","treat1","White",-0.346210927114368,-0.476248804454124,1.6137917861682,1.27888711087707,-0.72988822364663,1.43641623760841,1.66666666666667,0.174875760452895,-0.163023990239364
33,"Female","Undergraduate degree (e.g., BA)","White","7","Liberal Democrats","I voted Remain","treat1","White",0.478411095681547,0.460547865513442,-0.569873777763838,-0.266041503411797,0.35076386178548,-0.61273521267665,4.33333333333333,0.411588730106231,0.0841065831950797
40,"Female","Undergraduate degree (e.g., BA)","White","3","Conservative Party","I voted Leave","treat1","White",-0.346210927114368,-0.476248804454124,0.39131192602455,0.469453458655334,0.35076386178548,-0.61273521267665,4,0.906610295808507,0.151786008504716
42,"Female","GCSE (or equivalent)","White","2","No party","I was eligible to vote, but did not","treat1","White",-1.1438648097804,-0.476248804454124,-0.40656918917133,0.141657406557449,-1.49368278420392,-0.61273521267665,2.33333333333333,-0.230445590547,0.75147380203735
