age,gender,education,ethnicity,income,partisanship,eu_ref,k_scale_virus,k_scale_bacteria,k_scale_hot,k_scale_vaccine,k_scale_recover,k_scale_mosquito,k_scale_antibiotics,contact_scale_tested,contact_scale_confident,contact_scale_know_tested,contact_scale_know_passed,contact_scale_treating,numeracy_fractions,numeracy_discount,numeracy_useful,trust_understands,trust_intentions,trust_does_right,distrust_no_respect,distrust_ignore,distrust_unfair,time_on_page,worry_scale_contracting,worry_scale_unwell,worry_scale_fr_fam,worry_scale_finances,worry_scale_job,worry_scale_society,govt_perform_comm,govt_perform_advice,govt_perform_response,govt_perform_adapt,govt_perform_compared,govt_perform_protecting,restrictions_quarantine,restrictions_schools,restrictions_events,restrictions_hospital,restrictions_stop_flights,restrictions_quar_flights,restrictions_soc_dist,restrictions_mask_transport,restrictions_mask_indoors,behavior_hairdresser,behavior_museum,behavior_bars,behavior_public_toilet,behavior_public_transport,behavior_cinemas,behavior_abroad,behavior_worship,behavior_gym,behavior_public_gathering,manip_check,condition,residence,nationality,ethnicity_simple,know,contact,worry,govt_perf,restrict,behavior,numeracy,trust,distrust
20,Male,"Undergraduate degree (e.g., BA)",White,10,Labour,"I was not eligible to vote, but would have voted Remain",0,0,1,1,1,1,1,0,1,0,0,0,6,6,6,4,2,3,2,2,2,15,1,0,2,1,0,2,1,2,1,2,2,2,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.8582493,-0.2660415,0.3507639,0.6534573,6,0.1184472,-1.18754
45,Male,"Undergraduate degree (e.g., BA)",White,2,No party,"I was eligible to vote, but did not",0,1,1,1,1,1,1,0,0,1,0,0,5,6,5,2,1,1,4,4,3,50,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,0.163642,-0.7588206,0.3507639,-0.6127352,5.333333,-1.573501,0.4404816
24,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,8,No party,I voted Remain,0,1,0,1,1,1,1,0,1,1,0,0,5,6,6,5,4,3,1,1,2,9,0,0,1,3,3,1,3,3,2,2,2,3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,0.4605479,-1.608291,0.1416574,0.3507639,-0.6127352,5.666667,0.8305293,-2.126289
32,Male,"Undergraduate degree (e.g., BA)",White,4,Labour,"I was not eligible to vote, but would have voted Leave",0,1,1,1,1,1,1,0,0,0,0,0,4,6,6,1,2,1,5,5,5,25,1,0,3,2,1,3,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.6887563,-0.7588206,0.3507639,0.6534573,5.333333,-1.480307,2.018191
19,Male,A-level (or equivalent),White,4,Liberal Democrats,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,0,0,6,6,6,2,2,1,5,4,4,22,0,0,1,0,0,1,4,4,4,4,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-1.608291,1.885133,0.3507639,-0.6127352,6,-1.231033,1.170647
55,Male,"Undergraduate degree (e.g., BA)",White,7,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,5,5,6,3,4,4,3,3,2,37,1,1,2,1,2,1,4,4,3,4,3,4,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,-0.4065692,1.278887,0.3507639,-0.6127352,5.333333,0.9066103,-0.4439449
33,Female,A-level (or equivalent),White,3,Labour,I voted Remain,0,1,0,1,0,1,1,0,0,0,0,0,0,3,0,1,1,1,3,3,3,40,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-1.124857686528995,-0.47624880000000003,0.3913119,-1.432696,-0.7298882,-0.6127352,1,-1.956808,-0.163024
30,Female,A-level (or equivalent),White,5,Other party,I voted Remain,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,3,4,4,3,3,3,19,2,2,2,2,2,2,3,4,4,4,4,4,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-1.8625505167009841,1.932961,0.3913119,1.278887,-0.6312109,0.6534573,0,0.9066103,-0.163024
53,Female,A-level (or equivalent),White,8,Liberal Democrats,I voted Leave,0,1,1,1,1,1,1,0,0,0,1,0,4,6,5,3,4,3,3,3,3,12,1,1,2,1,0,2,4,4,3,3,2,3,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.3735994,-0.4065692,0.4694535,-1.493683,0.6534573,5,0.4115887,-0.163024
25,Male,A-level (or equivalent),White,1,Labour,I voted Leave,0,1,0,1,1,1,1,0,0,0,0,0,1,3,4,1,1,1,5,5,5,35,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,-1.975699,-1.432696,-2.038794,-0.6127352,2.666667,-1.956808,2.018191
43,Male,"Undergraduate degree (e.g., BA)",White,4,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,1,6,3,3,1,2,5,5,3,58,2,2,2,0,0,2,2,3,2,3,2,3,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.3913119,0.4694535,0.3507639,0.6534573,3.333333,-0.7805412,1.13593
18,Female,A-level (or equivalent),White,9,Conservative Party,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,1,0,0,4,5,5,5,5,4,2,2,2,18,1,1,2,0,0,3,5,5,4,4,2,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,-0.4065692,1.278887,0.3507639,0.6534573,4.666667,1.959946,-1.18754
27,Female,GCSE (or equivalent),White,4,Labour,I voted Remain,0,1,0,1,1,1,1,0,0,0,0,0,2,5,3,1,1,1,5,5,4,12,2,3,3,1,0,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,0.9809481,-1.432696,0.3507639,-0.6127352,3.333333,-1.956808,1.513025
31,Female,"Undergraduate degree (e.g., BA)",White,3,Green Party,I voted Remain,0,1,0,1,1,1,1,0,0,1,0,0,3,6,4,2,2,2,3,3,3,12,2,1,2,1,1,3,3,3,2,3,2,3,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,0.4605479,-0.01267451,0.4694535,0.3507639,-0.6127352,4.333333,-0.7075673,-0.163024
32,Female,"Undergraduate degree (e.g., BA)",White,8,Green Party,I voted Remain,1,1,0,1,0,1,1,0,0,1,0,0,0,2,4,2,2,3,4,4,4,10,1,2,2,3,2,2,2,2,2,2,2,2,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-1.124857686528995,0.4605479,0.01485714,-0.2660415,0.3507639,-0.6127352,2,-0.2353953,0.7514738
31,Female,A-level (or equivalent),White,4,Brexit Party,I voted Leave,0,1,1,1,1,1,1,0,1,1,1,0,5,6,5,5,5,4,1,1,1,22,0,1,1,1,0,2,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,1.208548,-1.001844,1.278887,0.3507639,1.436416,5.333333,1.959946,-2.615454
28,Male,"Undergraduate degree (e.g., BA)",White,5,Green Party,I voted Leave,0,1,0,1,0,1,1,0,0,1,0,0,6,6,5,2,2,2,4,4,3,37,1,0,1,1,1,1,2,3,2,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-1.124857686528995,0.4605479,-1.035221,-0.2660415,0.3507639,0.6534573,5.666667,-0.7075673,0.4404816
22,Male,A-level (or equivalent),White,12,Liberal Democrats,I voted Remain,0,0,1,1,1,1,1,0,0,1,0,0,3,3,5,2,3,2,3,2,3,34,1,0,3,2,0,3,3,4,2,3,2,2,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,-0.6887563,0.1090089,0.3507639,0.6534573,3.666667,-0.4238932,-0.4153755
55,Female,"Undergraduate degree (e.g., BA)",White,2,No party,I voted Leave,0,1,0,1,1,1,1,0,0,0,0,0,1,3,6,2,4,4,5,5,4,29,2,2,3,3,3,2,4,2,1,2,2,2,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,0.5422262,-0.2660415,-0.8369095,-0.6127352,3.333333,0.6685908,1.513025
24,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,11,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,1,4,5,5,3,3,3,2,3,2,48,1,1,2,1,0,2,2,3,2,3,3,3,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,1.20587,-0.4065692,0.4694535,0.3507639,0.6534573,4.666667,0.1748758,-0.8406505
59,Female,A-level (or equivalent),White,2,Conservative Party,I voted Leave,0,1,0,1,1,1,1,0,0,0,0,0,4,5,5,3,4,3,3,4,3,25,3,3,2,2,1,2,3,4,2,3,3,3,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,1.30115,0.4694535,-0.7298882,-0.6127352,4.666667,0.4115887,0.08410658
34,Male,A-level (or equivalent),White,2,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,1,0,0,0,4,5,5,4,3,3,4,2,3,17,1,1,3,3,3,2,3,3,2,4,2,3,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.2474479,0.8064535,0.3507639,-0.6127352,4.666667,0.3521902,-0.0695471
38,Male,A-level (or equivalent),White,6,SNP,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,4,6,6,1,1,1,4,4,4,9,1,1,3,1,1,2,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.2474479,-1.432696,0.3507639,0.6534573,5.333333,-1.956808,0.7514738
26,Female,"Undergraduate degree (e.g., BA)",White,3,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,4,6,6,1,2,1,5,5,5,10,3,3,3,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,1.613792,-1.432696,0.3507639,-0.6127352,5.333333,-1.480307,2.018191
23,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,2,Green Party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,4,5,4,2,3,3,4,4,3,20,2,1,2,3,2,2,3,4,2,3,3,3,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.01267451,0.4694535,0.3507639,0.6534573,4.333333,0.001127986,0.4404816
19,Female,A-level (or equivalent),White,5,No party,"I was not eligible to vote, but would not have voted",0,0,0,1,1,1,1,0,1,1,0,0,2,5,5,5,5,5,1,2,1,21,0,3,3,3,3,3,5,5,4,4,5,5,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,0.4605479,0.1908412,1.885133,-1.338969,2.085094,4,2.680692,-2.170378
59,Male,"Undergraduate degree (e.g., BA)",White,5,Conservative Party,I voted Leave,0,1,1,0,1,1,1,0,0,1,0,1,3,5,6,3,4,3,3,5,2,20,2,1,2,1,1,2,5,4,4,4,5,4,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.4271106675552896,1.20587,-0.01267451,1.278887,-0.7298882,0.6534573,4.666667,0.4115887,0.05694765
51,Female,"Undergraduate degree (e.g., BA)",White,4,Labour,I voted Remain,0,1,1,1,1,1,1,0,1,1,1,0,4,4,3,2,3,3,3,4,3,88,1,1,1,1,1,1,4,4,2,3,2,3,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,1.208548,-0.5698738,0.4694535,0.3507639,0.6534573,3.666667,0.001127986,0.08410658
23,Female,A-level (or equivalent),White,2,Labour,I voted Leave,0,1,0,1,1,1,1,0,0,1,0,0,0,2,5,2,2,2,4,4,4,11,2,1,2,2,0,2,2,3,1,4,4,2,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,0.4605479,-0.01267451,0.4390607,-0.7298882,-0.6127352,2.333333,-0.7075673,0.7514738
19,Female,GCSE (or equivalent),White,5,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,1,1,0,6,6,3,1,1,1,4,4,2,13,2,1,3,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,1.208548,0.1364288,-1.432696,0.3507639,-0.6127352,5,-1.956808,0.151786
20,Male,A-level (or equivalent),White,1,Labour,"I was not eligible to vote, but would have voted Remain",0,0,1,1,1,1,1,0,0,0,0,0,4,5,4,3,3,4,4,4,3,15,2,2,2,2,2,2,3,4,3,4,2,2,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.3913119,0.4390607,0.3507639,0.6534573,4.333333,0.6003919,0.4404816
30,Male,A-level (or equivalent),White,3,Green Party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,5,6,6,1,2,2,4,4,5,8,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.5698738,-1.432696,0.3507639,1.236982,5.666667,-0.9340749,1.085341
18,Male,A-level (or equivalent),White,5,Liberal Democrats,"I was not eligible to vote, but would have voted Remain",0,1,1,1,1,1,1,0,0,0,0,0,6,6,6,2,3,3,4,4,4,7,1,1,2,0,0,3,3,2,1,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.4065692,-0.2660415,0.3507639,-0.6127352,6,0.001127986,0.7514738
42,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,5,Labour,I voted Remain,0,1,1,1,0,1,1,0,0,1,1,0,3,5,6,3,3,3,4,4,3,29,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.40609045973784896,1.208548,0.3913119,-0.7110991,0.3507639,-0.6127352,4.666667,0.1748758,0.4404816
58,Male,GCSE (or equivalent),White,2,Labour,I voted Remain,0,1,1,1,1,1,1,0,1,0,0,0,5,5,5,1,1,1,5,5,5,37,1,1,3,3,0,1,1,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.2474479,-1.432696,-0.7298882,0.6534573,5,-1.956808,2.018191
23,Female,A-level (or equivalent),White,1,No party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,5,5,6,3,4,4,5,5,4,13,2,1,3,1,0,1,4,4,2,4,4,3,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.1364288,0.8064535,0.3507639,0.6534573,5.333333,0.9066103,1.513025
34,Male,"Undergraduate degree (e.g., BA)",White,4,Conservative Party,I voted Leave,0,1,0,1,1,1,1,0,0,0,0,0,3,4,4,3,3,3,3,3,3,8,2,2,2,2,2,2,3,3,2,3,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,0.3913119,0.4694535,0.3507639,-0.6127352,3.666667,0.1748758,-0.163024
52,Male,A-level (or equivalent),White,5,Conservative Party,I voted Remain,0,0,1,1,1,1,1,0,0,1,0,0,4,6,6,4,4,4,2,2,2,71,2,2,2,2,1,2,4,4,4,4,4,4,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,One,treat1,NA,United Kingdom,White,0.47841109568154694,0.4605479,0.3913119,1.278887,0.3507639,0.6534573,5.333333,1.201249,-1.18754
29,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,3,Green Party,I voted Remain,0,1,1,1,0,1,1,0,1,1,0,0,4,4,5,3,3,3,2,3,4,66,1,1,2,2,1,3,3,4,2,3,3,3,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,Canada,United Kingdom,White,-0.40609045973784896,0.4605479,-0.4065692,0.4694535,0.3507639,-0.6127352,4.333333,0.1748758,-0.2299768
38,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,2,Green Party,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,6,6,6,1,1,2,4,5,4,8,2,2,2,2,1,3,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,0.3913119,-1.432696,0.3507639,0.6534573,6,-1.237278,1.051401
27,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,7,SNP,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,1,4,4,4,3,4,3,3,2,7,1,2,1,3,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,-0.1365466,-0.7588206,0.3507639,0.6534573,3,0.8239447,-0.4439449
25,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,4,Green Party,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,2,2,3,3,3,8,2,3,3,0,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.9809481,-0.3047412,0.3507639,-0.6127352,1,-0.7075673,-0.163024
43,Female,A-level (or equivalent),White,6,Conservative Party,I voted Leave,0,1,1,1,1,1,1,0,0,0,0,0,5,5,5,2,2,2,4,4,4,7,3,3,3,2,1,2,2,1,1,1,2,2,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,1.613792,-0.7110991,0.3507639,-0.6127352,5,-0.7075673,0.7514738
23,Male,"Undergraduate degree (e.g., BA)",White,3,Labour,I voted Remain,0,1,1,1,1,1,0,0,0,0,0,0,5,6,6,2,2,1,4,4,4,9,1,3,2,2,2,3,3,2,2,2,2,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.418822,-0.2660415,-0.7298882,0.09546931,5.666667,-1.231033,0.7514738
57,Female,A-level (or equivalent),White,3,No party,I voted Leave,0,1,0,1,0,1,1,0,0,1,0,0,1,6,3,3,4,3,3,3,3,11,3,3,3,1,3,3,4,4,2,4,4,3,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,NA,NA,White,-1.124857686528995,0.4605479,1.613792,0.8064535,0.3507639,-0.6127352,3.333333,0.4115887,-0.163024
28,Female,GCSE (or equivalent),White,4,No party,"I was eligible to vote, but did not",1,1,1,1,1,1,1,0,0,0,0,0,2,2,1,4,3,4,4,3,3,21,1,1,2,1,0,2,3,4,3,3,2,3,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.4065692,0.4694535,0.3507639,-0.6127352,1.666667,0.8239447,0.1793645
64,Male,"Undergraduate degree (e.g., BA)",White,5,Labour,I voted Remain,0,0,0,0,1,1,1,0,0,0,0,0,4,5,5,1,3,1,5,5,5,12,1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-1.1438648097803985,-0.47624880000000003,0.01485714,-1.432696,0.3507639,-0.6127352,4.666667,-1.155981,2.018191
55,Female,GCSE (or equivalent),White,9,Conservative Party,I voted Remain,0,1,0,1,1,1,0,0,1,1,0,0,5,6,5,4,4,4,2,2,2,34,3,3,3,2,2,2,3,4,4,4,4,4,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,0.4605479,1.613792,1.278887,0.3507639,0.6534573,5.333333,1.201249,-1.18754
29,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,4,Liberal Democrats,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,6,6,6,3,5,2,1,2,2,27,1,2,3,3,0,3,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.163642,-0.7110991,0.3507639,0.6534573,6,0.2363777,-1.728708
34,Female,"Undergraduate degree (e.g., BA)",White,8,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,2,4,6,2,4,3,3,2,2,14,2,2,2,3,0,3,2,3,2,2,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.3913119,-0.7588206,0.3507639,-0.6127352,4,0.2316785,-0.7234561
19,Female,A-level (or equivalent),White,4,Labour,"I was not eligible to vote, but would have voted Remain",0,1,0,1,0,1,1,0,0,1,1,0,3,4,4,1,1,2,3,4,3,17,3,2,3,2,2,2,4,2,2,2,2,2,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-1.124857686528995,1.208548,0.9483857,-0.2660415,0.3507639,-0.6127352,3.666667,-1.237278,0.08410658
47,Female,"Postgraduate degree (e.g., MA, MSc, PhD)",White,4,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,1,4,5,2,4,4,3,4,3,14,2,1,2,3,1,3,3,2,2,3,2,2,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,-0.01267451,0.1090089,0.3507639,0.6534573,3.333333,0.6685908,0.08410658
31,Female,"Undergraduate degree (e.g., BA)",White,6,Labour,I voted Remain,0,1,1,1,1,1,0,0,0,1,0,0,1,5,6,2,3,3,3,3,3,9,0,0,3,3,2,3,4,4,3,3,2,3,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,-1.135343,0.4694535,0.3507639,0.09546931,4,0.001127986,-0.163024
55,Female,A-level (or equivalent),White,2,Liberal Democrats,I voted Leave,0,1,0,1,0,1,1,0,0,1,0,0,0,0,6,1,1,1,5,5,5,9,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-1.124857686528995,0.4605479,1.613792,-1.432696,0.3507639,-0.6127352,2,-1.956808,2.018191
36,Female,"Undergraduate degree (e.g., BA)",White,7,Liberal Democrats,I voted Remain,0,0,1,1,1,1,1,0,0,0,0,0,4,4,5,3,4,2,2,2,2,29,1,0,2,2,2,3,3,3,2,3,2,2,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,-0.8582493,0.1090089,0.3507639,0.6534573,4.333333,0.005775321,-1.18754
29,Female,"Undergraduate degree (e.g., BA)",White,4,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,0,0,0,2,4,1,1,1,1,2,3,2,10,2,1,3,1,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,-0.47624880000000003,0.1364288,-1.432696,0.3507639,0.6534573,2.333333,-1.956808,-0.8406505
30,Female,"Undergraduate degree (e.g., BA)",White,7,Labour,I voted Remain,0,1,0,1,0,1,1,0,0,0,1,0,1,3,4,2,3,2,4,4,3,6,1,1,2,3,2,3,2,2,1,1,2,2,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,One,treat1,United Kingdom,United Kingdom,White,-1.124857686528995,0.3735994,-0.4065692,-0.7110991,0.3507639,0.6534573,2.666667,-0.4238932,0.4404816
35,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,3,Labour,I voted Remain,0,1,0,1,1,1,0,0,0,0,0,0,3,4,5,2,1,2,3,3,3,25,1,0,2,3,3,2,2,2,1,2,3,3,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,-0.34621092711436813,-0.47624880000000003,-0.8582493,0.1416574,0.3507639,0.6534573,4,-1.007886,-0.163024
28,Male,"Postgraduate degree (e.g., MA, MSc, PhD)",White,7,Labour,I voted Remain,0,1,1,1,1,1,1,0,0,1,0,0,6,6,6,1,3,3,1,4,1,7,2,1,2,0,0,2,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,One,treat1,United Kingdom,United Kingdom,White,0.47841109568154694,0.4605479,-0.01267451,-1.432696,-1.338969,-0.6127352,6,-0.175915,-1.374687
